Date,Close,High,Low,Open,Volume
2009-01-02,19.00507164001465,19.30281732738331,18.162513512306397,18.485599875183834,36522300
2009-01-05,17.776079177856445,18.87203938209503,17.776079177856445,18.84036353323837,43614200
2009-01-06,17.446664810180664,18.257547486921688,17.28828913634087,18.162522324279912,54222900
2009-01-07,16.388708114624023,17.218595945361308,14.963327671575042,17.155245461786023,52631000
2009-01-08,16.29368019104004,16.515406257706328,15.907244574826072,16.065620164114872,52580100
2009-01-09,15.926252365112305,16.458394558495016,15.831227232360416,16.43939025693071,43187900
2009-01-12,15.077359199523926,16.040283301196045,14.912649610839352,15.95792850685376,57566500
2009-01-13,15.444786071777344,15.717192263444748,14.830289254704445,14.880969392109323,65413600
2009-01-14,14.614904403686523,15.020345670347144,14.380509124514711,14.798620732836048,71135600
2009-01-15,12.77140998840332,14.583227480384718,12.055552712712196,14.56422197086173,178862300
2009-01-16,11.833826065063477,13.487267860996,10.788547254886035,13.195856103071051,173589900
2009-01-20,9.01473903656006,10.782211346772796,8.755003144195529,10.623835743706136,203896600
2009-01-21,10.547811508178713,10.661842098803817,8.704320181898359,9.502533107964528,188824400
2009-01-22,10.00300121307373,10.50980316986366,9.55321455949396,10.161377390965772,94501600
2009-01-23,10.053686141967772,10.237401870932963,9.306152884172445,9.458193966611518,84417000
2009-01-26,9.806617736816406,10.699856103833982,9.781277662722111,10.262740278823708,75464000
2009-01-27,10.256404876708984,10.541480250689744,9.977663463836894,10.009338706775315,77306500
2009-01-28,13.42391586303711,13.588626627969392,11.662778799508745,12.04288047179018,203219500
2009-01-29,11.897176742553713,13.13250582586086,11.865500894278105,12.562353848310632,127527600
2009-01-30,11.973196029663086,12.511673352310613,11.637440505425827,12.258272614685314,97576800
2009-02-02,12.182249069213867,12.340624645906642,11.529742466557884,11.66277737099113,81939400
2009-02-03,11.738802909851074,12.505340429947417,11.054620191165236,12.448325102697742,95285100
2009-02-04,11.261250495910645,12.455135614722568,11.151541993918148,11.938861035284749,89512300
2009-02-05,10.49973964691162,11.22897730244078,9.467189741089395,11.119268851867886,206588100
2009-02-06,12.35188102722168,12.513216991447234,11.035380199206946,11.1967161634325,118216200
2009-02-09,12.300251007080078,12.648737208084857,11.984032730739887,12.364785625513791,74538100
2009-02-10,10.55136775970459,12.300248267447024,10.370671114515828,12.158273123231334,136825300
2009-02-11,11.293514251708984,11.345141696195268,10.557822860055602,10.809506498064312,74251900
2009-02-12,10.841774940490724,10.84822852595584,9.854399751343715,10.67398664197997,144748600
2009-02-13,10.17061710357666,10.59654385731782,10.041548483571418,10.551369994177916,88502000
2009-02-17,8.834753036499023,9.71887425238036,8.834753036499023,9.40910902456807,122235400
2009-02-18,8.421732902526855,9.2929462690622,7.782842977311429,9.24777242044521,190592400
2009-02-19,7.750577449798584,8.87347526259394,7.705402975411872,8.331386493534756,129429500
2009-02-20,7.04069709777832,7.3569152476110204,5.685476191874968,7.143951953605529,372764600
2009-02-23,7.11814022064209,8.357200066296532,6.814829151099428,7.589241400771539,225178200
2009-02-24,8.421732902526855,8.46045316835641,7.1955798680529,7.350462777713709,187177900
2009-02-25,8.673418998718262,9.086439185494449,7.59569559319723,8.363654320221901,209935600
2009-02-26,9.292951583862305,9.705971886758718,8.918652184388133,9.4155672651595,170145000
2009-02-27,7.808659076690674,9.570447095928383,7.660229704507641,8.099063620851561,186832300
2009-03-02,6.995524883270264,7.376277714493841,6.627679219758227,7.085872595460516,162697700
2009-03-03,6.885818004608154,7.59569639051637,6.737388618995591,7.408546108303381,156370200
2009-03-04,6.2340216636657715,7.305292385602822,5.769373906584783,7.305292385602822,237467700
2009-03-05,5.240189552307129,5.76937106638015,5.033679813244013,5.737104381237215,274724600
2009-03-06,5.556407928466797,6.124310345180505,5.1692021548762614,5.633849083184904,256312500
2009-03-09,6.434076309204102,6.905176874363096,5.485420979284798,5.582222279798995,209041300
2009-03-10,7.621506690979004,7.711854383360642,6.9051750416817566,7.214940228919146,233377400
2009-03-11,7.66668176651001,8.215223437540937,7.305289092692233,8.015167273376484,190297200
2009-03-12,9.002544403076172,9.04126529549108,7.331104138097786,7.447266199894804,194211600
2009-03-13,8.99609088897705,9.686609065082514,8.331387051649092,9.344576461653116,197054500
2009-03-16,8.841206550598145,9.835035597329076,8.834752967362489,9.29940049772103,183999100
2009-03-17,9.460739135742188,9.460739135742188,8.350747729934705,8.757314360238277,144894400
2009-03-18,11.112815856933594,11.170896876834073,9.13806487300289,9.292947182439104,232658000
2009-03-19,9.95119571685791,11.3580445879526,9.789859859730443,11.267695670952683,175963000
