Date,Close,High,Low,Open,Volume
2009-01-02,1385.048828125,1385.866393888545,1226.430438138682,1236.2418313840963,4617653
2009-01-05,1417.7535400390625,1454.54641330813,1381.7782324797222,1412.0300968047034,7905327
2009-01-06,1575.5537109375,1591.9061083160875,1416.117927108674,1430.835072667749,12329545
2009-01-07,1481.5272216796875,1560.0186893074713,1465.992392895271,1547.7544843274984,10415415
2009-01-08,1414.4825439453125,1442.2815806626302,1332.7205646445034,1407.9415372746378,10071363
2009-01-09,1332.720703125,1469.2632046227466,1306.5567945401835,1430.0174021537907,9994439
2009-01-12,1313.9154052734375,1355.6140262924255,1282.8458610968542,1308.1920840851908,8075517
2009-01-13,1271.399658203125,1283.663991169642,1191.2727714207085,1282.8463045363633,12518815
2009-01-14,1128.3155517578125,1299.1982209297018,1101.334198494578,1291.8396480730855,13979794
2009-01-15,1145.486083984375,1216.6191438622868,1100.5170637334827,1144.6683973377383,18930007
2009-01-16,1232.1534423828125,1263.2229872468408,1190.4548204412006,1201.9014630709626,13366742
2009-01-19,1217.4364013671875,1313.0978617186731,1169.1967675633919,1261.5878446063348,10344850
2009-01-20,1205.989990234375,1267.3115315434554,1180.6436387869282,1193.7256578092433,10609025
2009-01-21,1234.6064453125,1255.0469141691426,1149.5739450563442,1192.9077003711307,11935154
2009-01-22,1255.8641357421875,1336.8085442170247,1247.68799876586,1271.3989651403342,13436502
2009-01-23,1245.2352294921875,1269.7638853727767,1188.001900465035,1246.052794973825,10831393
2009-01-26,1353.978759765625,1354.7964461074127,1213.348065732895,1230.5181499284975,10597433
2009-01-27,1340.079345703125,1380.1427193788543,1297.5631543305435,1353.161362263816,10683957
2009-01-28,1320.45654296875,1329.4502479963971,1230.5182845267486,1328.6326823817212,15208021
2009-01-29,1267.3111572265625,1288.5691902258318,1213.3480863313653,1267.3111572265625,18635935
2009-01-30,1231.3360595703125,1362.9728317981103,1226.4303030795581,1324.544707995273,20277055
2009-02-02,1313.0977783203125,1320.4564725426876,1271.3992762316489,1312.2802127492412,16557768
2009-02-03,1369.5140380859375,1371.1492904855043,1269.7643666118418,1336.8092317277612,13747642
2009-02-04,1521.591064453125,1526.4966996763947,1344.1674895867359,1358.0669504747343,20097670
2009-02-05,1501.9677734375,1549.3897071327035,1439.828696238028,1459.451473699373,14472360
2009-02-06,1600.0826416015625,1623.7936158227667,1479.892397579257,1516.6853885982764,15786286
2009-02-09,1569.8306884765625,1619.7054517589283,1520.7733699716714,1573.101071669212,11515648
2009-02-10,1555.9310302734375,1621.340623972212,1507.6914005531464,1552.6605264251898,12717284
2009-02-11,1609.8935546875,1669.579936538615,1565.742123572809,1596.811662596094,16668396
2009-02-12,1585.365478515625,1708.8261047523138,1475.8043137702255,1586.1831649660278,30082162
