Date,Close,High,Low,Open,Volume
2009-01-02,519.4405517578125,519.4405517578125,498.54351806640625,503.5190022786458,1896051
2009-01-05,539.342529296875,540.8351746731578,522.4258816990025,528.894011662895,8823292
2009-01-06,531.3817138671875,541.3326822916666,525.9086812337239,536.854746500651,5279927
2009-01-07,526.4063720703125,534.3671489636254,518.9431437328317,532.3769547402972,5871300
2009-01-08,526.4063720703125,527.4014691819766,513.4701096186791,525.9088235144804,5521892
2009-01-09,532.3765869140625,537.3520690347547,518.9427851881936,527.4011047933703,7393050
2009-01-12,521.4307861328125,534.8645945541731,516.952849992359,530.8842068737699,4388127
2009-01-13,535.3618774414062,535.3618774414062,517.9476899781635,522.4256238972831,5910384
2009-01-14,534.8645629882812,561.2346298146803,522.4258522211119,542.3277894485828,16694088
2009-01-15,534.3670654296875,545.3131319468692,520.9332565222372,535.3621623857949,8703557
2009-01-16,534.8645629882812,549.2934674781976,531.8792724041606,544.31798317133,6571697
2009-01-19,556.7568359375,566.707807089198,543.3230248827078,546.3083162282172,7144544
2009-01-20,547.3033447265625,567.2052845348011,542.8254082697088,549.2935387073863,9721990
2009-01-21,525.9085083007812,559.2442415610957,522.4256704974648,542.8251490597468,14409293
2009-01-22,534.3670654296875,542.8253895566006,529.8891291272041,534.3670654296875,6907491
2009-01-23,532.874267578125,536.3571059283089,520.4355591846114,530.3865258994223,5014953
2009-01-26,541.8303833007812,549.7911602822436,525.4112807765151,530.8843149512705,4827714
2009-01-27,537.8497314453125,545.8105045286844,533.3717965859158,541.3325696692878,5571831
2009-01-28,545.31298828125,549.7909234039975,537.352214729699,543.8203432403342,4694305
2009-01-29,529.3914794921875,550.2885115774054,527.8988343432434,542.8252858326847,3949829
2009-01-30,516.4553833007812,536.3573248537979,511.47989791252706,528.8940967714166,6158737
2009-02-02,512.972412109375,519.4405414570199,499.53860500272793,512.4748636980177,4693363
2009-02-03,521.9283447265625,522.923441665984,507.9969875746619,515.460214620323,4182036
2009-02-04,539.840087890625,541.8302817630329,531.3817639328917,532.3768608690956,7003213
2009-02-05,538.3474731445312,541.3327641231515,525.9087607336132,532.3768911872905,4752382
2009-02-06,530.38671875,538.8450435330675,524.4161365501876,535.3622039165103,6979870
2009-02-09,516.9528198242188,530.3866274616142,514.4650776691456,530.3866274616142,3610460
2009-02-10,508.9920654296875,520.9332282550174,507.00187162546587,514.465098391297,3346151
2009-02-11,524.9135131835938,527.4012549522364,507.99686915682395,507.99686915682395,3979673
2009-02-12,518.943115234375,525.4112461049856,510.48479024973034,525.4112461049856,4040875
2009-02-13,513.967529296875,529.391530660092,509.4895934172314,521.9283041940192,5640381
2009-02-16,513.967529296875,520.4356589008047,511.4797871415175,514.4650777279466,2901626
2009-02-17,502.52398681640625,517.9479903721573,499.0411473038173,516.9528933685605,4804426
2009-02-18,517.9479370117188,520.9332277149563,501.0312896933725,505.0116772976893,5876631
2009-02-19,539.342529296875,544.8155623432455,526.4062693690902,527.898914745373,8259313
2009-02-20,525.4112548828125,536.3573226928711,513.967638535933,533.8695800087669,6503456
2009-02-23,510.4848327636719,536.8549069707622,508.49463848389144,532.3769698412563,5327966
2009-02-24,515.460205078125,518.9430443016258,508.4945266311233,510.4847204731238,5430174
2009-02-25,517.9479370117188,521.4307761654959,510.9822587041644,521.4307761654959,6420400
2009-02-26,515.460205078125,525.4111742881274,507.00188124962295,523.918528906627,6304370
2009-02-27,521.9283447265625,522.923441665984,507.49943910495114,509.4896329837941,6104414
2009-03-02,499.041015625,514.4650151109173,496.304499587176,510.982176517323,5199349
2009-03-03,489.090087890625,507.00183068214335,488.5925394797495,502.02634657338825,6310974
2009-03-04,500.5337829589844,500.5337829589844,489.0901676428247,495.3095237929115,8504889
2009-03-05,490.08514404296875,500.03611143470414,482.1243701295804,500.03611143470414,6852620
2009-03-06,474.41241455078125,490.8315122751397,470.97931833396456,488.5925444036363,7134440
2009-03-09,480.6317443847656,486.1047766707205,469.1881314232236,476.6513572677075,9165861
2009-03-10,498.0458984375,499.0409951376748,477.6464160839161,480.1341578343532,6606545
2009-03-11,502.0263366699219,507.499369081586,490.08517504447275,499.53859466461995,4738350
2009-03-12,505.0116271972656,507.9969176043431,489.09007835951934,502.0263367901882,5052870
2009-03-13,501.52880859375,514.9626159667969,497.0508728027344,513.469970703125,3649173
2009-03-16,512.972412109375,519.4405414570199,504.5140891163009,508.9920248185166,3553177
2009-03-17,507.49945068359375,514.4651294184666,500.03622346765854,514.4651294184666,5360013
2009-03-18,509.48968505859375,524.9136891961098,503.51910281181335,511.4798791408539,5103133
2009-03-19,497.5484313964844,513.9675296325684,495.8070118865967,513.4699812011719,5020173
2009-03-20,500.5337829589844,507.4994618470816,493.5681040708872,497.54849200694275,6148462
2009-03-23,501.0312805175781,511.97734622898497,491.8266343511678,505.0116680489988,3272008
2009-03-24,515.9577026367188,521.9282835736914,502.5238955285303,509.9871216997461,6332386
2009-03-25,509.9870910644531,520.4356070765053,504.51405886766383,515.4601232612424,5156428
2009-03-26,499.53857421875,512.972380497541,491.3290259372666,512.972380497541,4951008
2009-03-27,489.090087890625,503.51899180601475,485.1097006036209,499.5386045190107,5870252
2009-03-30,486.85113525390625,490.8315226652821,476.65139251225565,481.37810256326446,4700105
2009-03-31,498.5435485839844,501.0312908423875,484.8609661627672,488.8413537762122,9051770
2009-04-01,488.59259033203125,498.0460111225695,482.1244603174524,495.06072034661,10927642
2009-04-02,494.3143005371094,498.045913273927,484.1145590564745,493.5679779897458,10690544
2009-04-03,491.57781982421875,499.53859423432755,484.6121422153735,496.8020780308526,4024471
2009-04-06,489.090087890625,500.0361529298862,485.60724901449646,498.0459592863842,4745586
