Date,Close,High,Low,Open,Volume
2009-01-02,30.152040481567383,30.535386362733576,27.990769361757636,28.255146005408974,10122900
2009-01-05,30.945159912109375,32.37939867398698,29.616673797450296,29.821563248231467,13666000
2009-01-06,31.460697174072266,32.5512475943765,31.20954215516483,31.658980902332917,13246000
2009-01-07,30.14543342590332,30.918730979913107,29.431617971787244,30.70062238312162,10124000
2009-01-08,30.290836334228516,30.48911753490778,29.200285948569167,29.907490494470647,11149900
2009-01-09,28.420372009277344,30.17846933969765,28.182433607655057,30.17846933969765,11239800
2009-01-12,27.329830169677734,28.57900715881939,26.99936062701521,27.98416097351384,11937500
2009-01-13,28.301408767700195,28.40715891054588,26.920046108557177,27.362876565105044,12121600
2009-01-14,26.72176742553711,28.01059914637727,26.437563417100677,27.818926206495487,11524000
2009-01-15,26.55653190612793,26.939875253810847,25.009934388941257,26.748204840610615,15270500
2009-01-16,26.371461868286133,27.098493615306054,25.532069202526507,26.992743497170764,14240300
2009-01-20,24.342388153076172,27.085283892896133,24.24324628001172,25.52546722054846,12994700
2009-01-21,25.770009994506836,25.91541484466019,24.044958983504323,24.818256321522316,14437200
2009-01-22,24.63320541381836,26.001349418724708,24.02514001092494,24.97689411610019,14397800
2009-01-23,27.157987594604492,27.673519283416542,23.86651119433798,23.86651119433798,21970700
2009-01-26,27.759441375732425,28.651708125725108,26.840736457416956,27.19764416592703,12284100
2009-01-27,27.739614486694336,28.18905327077295,26.933267987974023,27.733003683858815,10242300
2009-01-28,29.187068939208984,29.438226489262785,27.838752644750585,28.169222176454166,11838900
2009-01-29,27.713178634643555,28.618664560049258,27.48845922381848,28.486476226396373,9056900
2009-01-30,26.97292709350586,28.42038289613564,26.728377797448115,28.413774614128844,10075400
2009-02-02,26.95970344543457,27.30339204112328,26.040998603729314,26.44416929126036,11262100
2009-02-03,27.091888427734375,27.316607769577256,26.43755776371827,27.22407419952738,10255200
2009-02-04,27.94451332092285,28.612063438352685,27.3628885413461,27.42898146407147,9644000
2009-02-05,29.444820404052734,29.616665888611298,27.22406583113218,27.82551998452473,12637200
2009-02-06,29.933937072753903,30.23136021800058,28.65832421080493,29.015231985100936,9513700
2009-02-09,30.482511520385746,31.645765783959863,29.947152446596856,30.80637279867702,13357500
2009-02-10,28.658302307128903,31.13021162214712,28.334441236214865,30.65433747474827,13227900
2009-02-11,28.122966766357425,29.200298533447217,27.33644990546406,28.935921804411063,12744000
2009-02-12,27.739614486694336,27.792488302965765,26.94648707236252,27.68673814914036,15066400
2009-02-13,27.58018493652344,28.53008070822877,27.327764425465016,27.69310836828379,10693500
2009-02-17,25.374841690063477,26.789722287540492,25.32834349270636,26.597085450511447,14973500
2009-02-18,25.374841690063477,25.879680347352945,24.85671493757288,25.66711643544562,11307500
2009-02-19,25.600685119628903,26.41108389222823,25.434619444282006,25.87967423791037,10700400
2009-02-20,24.49800491333008,25.520967371302085,24.00644948410247,25.08919821021201,18951200
2009-02-23,23.37539291381836,25.029407402641088,23.28239658337113,24.889912906970245,14468800
2009-02-24,25.27519798278809,25.401409531278173,23.421904239658925,23.727467040770676,15210700
2009-02-25,24.73050117492676,25.647184453359426,24.35187162091437,25.248625294320288,18585200
2009-02-26,25.354900360107425,26.464220138144217,25.19547876685553,25.23533543214877,13525900
2009-02-27,25.28183937072754,26.19852007577454,24.36515613171942,24.65078929652658,14399500
2009-03-02,23.80717658996582,24.94306526182401,23.594612716891582,24.57772126335024,17389800
2009-03-03,23.68761825561523,24.604301896493805,23.448483172432805,24.219028143819397,13935300
